"","name","category_code","code_type","raised_amount","funded_year","number_investors","id","investor_type","investor_name"
"1","Wetpaint","web","a",5250000,"2005",2,"0","financial_org","frazier-technology-ventures"
"2","Wetpaint","web","a",5250000,"2005",2,"1","financial_org","trinity-ventures"
"3","Wetpaint","web","b",9500000,"2007",3,"0","financial_org","accel-partners"
"4","Wetpaint","web","b",9500000,"2007",3,"1","financial_org","frazier-technology-ventures"
"5","Wetpaint","web","b",9500000,"2007",3,"2","financial_org","trinity-ventures"
"6","Wetpaint","web","c",2.5e+07,"2008",4,"0","financial_org","dag-ventures"
"7","Wetpaint","web","c",2.5e+07,"2008",4,"1","financial_org","accel-partners"
"8","Wetpaint","web","c",2.5e+07,"2008",4,"2","financial_org","trinity-ventures"
"9","Wetpaint","web","c",2.5e+07,"2008",4,"3","financial_org","frazier-technology-ventures"
"10","Digg","web","b",8500000,"2006",2,"0","financial_org","greylock"
"11","Digg","web","b",8500000,"2006",2,"1","financial_org","omidyar-network"
"12","Digg","web","a",2800000,"2005",7,"0","financial_org","greylock"
"13","Digg","web","a",2800000,"2005",7,"1","financial_org","omidyar-network"
"14","Digg","web","a",2800000,"2005",7,"2","person","marc-andreessen"
"15","Digg","web","a",2800000,"2005",7,"3","person","reid-hoffman"
"16","Digg","web","a",2800000,"2005",7,"4","person","ron-conway"
"17","Digg","web","a",2800000,"2005",7,"5","person","al-avery"
"18","Digg","web","a",2800000,"2005",7,"6","financial_org","floodgate"
"19","Digg","web","c",28700000,"2008",4,"0","financial_org","highland-capital-partners"
"20","Digg","web","c",28700000,"2008",4,"1","financial_org","greylock"
"21","Digg","web","c",28700000,"2008",4,"2","financial_org","omidyar-network"
"22","Digg","web","c",28700000,"2008",4,"3","financial_org","svb-financial-group"
"23","Digg","web","d",5e+06,"2011",0,"NA","NA","NA"
"24","Facebook","web","angel",5e+05,"2004",2,"0","person","peter-thiel"
"25","Facebook","web","angel",5e+05,"2004",2,"1","person","reid-hoffman"
"26","Facebook","web","a",12700000,"2005",3,"0","financial_org","accel-partners"
"27","Facebook","web","a",12700000,"2005",3,"1","person","mark-pincus"
"28","Facebook","web","a",12700000,"2005",3,"2","person","reid-hoffman"
"29","Facebook","web","b",27500000,"2006",3,"0","financial_org","greylock"
"30","Facebook","web","b",27500000,"2006",3,"1","financial_org","meritech-capital-partners"
"31","Facebook","web","b",27500000,"2006",3,"2","financial_org","founders-fund"
"32","Facebook","web","c",2.4e+08,"2007",1,"0","company","microsoft"
"33","Facebook","web","c",6e+07,"2007",1,"0","person","li-ka-shing"
"34","Facebook","web","c",1.5e+07,"2008",1,"0","financial_org","european-founders-fund"
"35","Facebook","web","c",6e+07,"2008",1,"0","person","li-ka-shing"
"36","Facebook","web","debt_round",1e+08,"2008",1,"0","financial_org","triplepoint-capital"
"37","Facebook","web","d",2e+08,"2009",1,"0","financial_org","digital-sky-technologies-fo"
"38","Facebook","web","unattributed",1.2e+08,"2010",1,"0","financial_org","elevation-partners"
"39","Facebook","web","unattributed",1.5e+09,"2011",2,"0","financial_org","goldman-sachs"
"40","Facebook","web","unattributed",1.5e+09,"2011",2,"1","financial_org","digital-sky-technologies-fo"
"41","Photobucket, Inc.","web","b",10500000,"2006",2,"0","financial_org","trinity-ventures"
"42","Photobucket, Inc.","web","b",10500000,"2006",2,"1","person","chris-sacca"
"43","Photobucket, Inc.","web","a",3e+06,"2005",1,"0","financial_org","insight-venture-partners"
"44","Omnidrive","network_hosting","angel",8e+05,"2006",4,"0","person","michael-arrington"
"45","Omnidrive","network_hosting","angel",8e+05,"2006",4,"1","person","jeff-clavier"
"46","Omnidrive","network_hosting","angel",8e+05,"2006",4,"2","person","aydin-senkut"
"47","Omnidrive","network_hosting","angel",8e+05,"2006",4,"3","person","georges-harik"
"48","Geni","web","a",1500000,"2007",1,"0","financial_org","founders-fund"
"49","Geni","web","b",1e+07,"2007",1,"0","financial_org","charles-river-ventures"
"50","Geni","web","c",5e+06,"2009",2,"0","financial_org","charles-river-ventures"
"51","Geni","web","c",5e+06,"2009",2,"1","financial_org","founders-fund"
"52","Gizmoz","web","a",6300000,"2007",2,"0","financial_org","benchmark-capital"
"53","Gizmoz","web","a",6300000,"2007",2,"1","financial_org","columbia-capital"
"54","Gizmoz","web","b",6500000,"2008",4,"0","financial_org","ngi-capital"
"55","Gizmoz","web","b",6500000,"2008",4,"1","financial_org","benchmark-capital"
"56","Gizmoz","web","b",6500000,"2008",4,"2","financial_org","columbia-capital"
"57","Gizmoz","web","b",6500000,"2008",4,"3","financial_org","docomo-capital"
"58","Gizmoz","web","c",5300000,"2009",2,"0","financial_org","benchmark-capital"
"59","Gizmoz","web","c",5300000,"2009",2,"1","financial_org","highway-12-ventures"
"60","Wis.dm","network_hosting","a",5e+06,"2007",1,"0","financial_org","north-bridge-venture-partners"
"61","Twitter","web","a",5e+06,"2007",9,"0","financial_org","charles-river-ventures"
"62","Twitter","web","a",5e+06,"2007",9,"1","financial_org","union-square-ventures"
"63","Twitter","web","a",5e+06,"2007",9,"2","person","marc-andreessen"
"64","Twitter","web","a",5e+06,"2007",9,"3","person","dick-costolo"
"65","Twitter","web","a",5e+06,"2007",9,"4","person","naval-ravikant"
"66","Twitter","web","a",5e+06,"2007",9,"5","person","ron-conway"
"67","Twitter","web","a",5e+06,"2007",9,"6","person","chris-sacca"
"68","Twitter","web","a",5e+06,"2007",9,"7","person","greg-yaitanes"
"69","Twitter","web","a",5e+06,"2007",9,"8","person","brian-pokorny"
"70","Twitter","web","b",1.5e+07,"2008",6,"0","financial_org","union-square-ventures"
"71","Twitter","web","b",1.5e+07,"2008",6,"1","financial_org","bezos-expeditions"
"72","Twitter","web","b",1.5e+07,"2008",6,"2","financial_org","spark-capital"
"73","Twitter","web","b",1.5e+07,"2008",6,"3","financial_org","digital-garage"
"74","Twitter","web","b",1.5e+07,"2008",6,"4","person","kevin-rose"
"75","Twitter","web","b",1.5e+07,"2008",6,"5","person","tim-ferriss"
"76","Twitter","web","c",3.5e+07,"2009",6,"0","financial_org","benchmark-capital"
"77","Twitter","web","c",3.5e+07,"2009",6,"1","financial_org","institutional-venture-partners"
"78","Twitter","web","c",3.5e+07,"2009",6,"2","financial_org","spark-capital"
"79","Twitter","web","c",3.5e+07,"2009",6,"3","financial_org","union-square-ventures"
"80","Twitter","web","c",3.5e+07,"2009",6,"4","financial_org","charles-river-ventures"
"81","Twitter","web","c",3.5e+07,"2009",6,"5","financial_org","digital-garage"
"82","Twitter","web","d",1e+08,"2009",6,"0","financial_org","insight-venture-partners"
"83","Twitter","web","d",1e+08,"2009",6,"1","financial_org","t-rowe-price"
"84","Twitter","web","d",1e+08,"2009",6,"2","financial_org","spark-capital"
"85","Twitter","web","d",1e+08,"2009",6,"3","financial_org","benchmark-capital"
"86","Twitter","web","d",1e+08,"2009",6,"4","financial_org","institutional-venture-partners"
"87","Twitter","web","d",1e+08,"2009",6,"5","financial_org","morgan-stanley"
"88","Twitter","web","e",5166511,"2010",0,"NA","NA","NA"
"89","Twitter","web","f",2e+08,"2010",1,"0","financial_org","kleiner-perkins-caufield-byers"
"90","Twitter","web","unattributed",4e+08,"2011",1,"0","company","dst-global"
"91","Twitter","web","unattributed",4e+08,"2011",0,"NA","NA","NA"
"92","StumbleUpon","web","seed",1500000,"2005",4,"0","financial_org","first-round-capital"
"93","StumbleUpon","web","seed",1500000,"2005",4,"1","person","ram-shriram"
"94","StumbleUpon","web","seed",1500000,"2005",4,"2","person","mitch-kapor"
"95","StumbleUpon","web","seed",1500000,"2005",4,"3","person","ron-conway"
"96","StumbleUpon","web","a",0,"2009",5,"0","financial_org","accel-partners"
"97","StumbleUpon","web","a",0,"2009",5,"1","financial_org","sherpalo-ventures"
"98","StumbleUpon","web","a",0,"2009",5,"2","financial_org","august-capital"
"99","StumbleUpon","web","a",0,"2009",5,"3","financial_org","first-round-capital"
"100","StumbleUpon","web","a",0,"2009",5,"4","person","garrett-camp"
"101","StumbleUpon","web","b",1.7e+07,"2011",6,"0","financial_org","accel-partners"
"102","StumbleUpon","web","b",1.7e+07,"2011",6,"1","financial_org","august-capital"
"103","StumbleUpon","web","b",1.7e+07,"2011",6,"2","financial_org","dag-ventures"
"104","StumbleUpon","web","b",1.7e+07,"2011",6,"3","financial_org","first-round-capital"
"105","StumbleUpon","web","b",1.7e+07,"2011",6,"4","financial_org","sherpalo-ventures"
"106","StumbleUpon","web","b",1.7e+07,"2011",6,"5","person","garrett-camp"
"107","StumbleUpon","web","angel",0,"2001",1,"0","person","brad-oneill"
"108","Scribd","web","seed",12000,"2006",1,"0","company","y-combinator"
"109","Scribd","web","angel",40000,"2007",1,"0","financial_org","kinsey-hills-group"
"110","Scribd","web","a",3710000,"2007",6,"0","financial_org","kinsey-hills-group"
"111","Scribd","web","a",3710000,"2007",6,"1","financial_org","redpoint-ventures"
"112","Scribd","web","a",3710000,"2007",6,"2","person","marc-andreessen"
"113","Scribd","web","a",3710000,"2007",6,"3","person","david-sacks"
"114","Scribd","web","a",3710000,"2007",6,"4","person","jeffrey-jordan"
"115","Scribd","web","a",3710000,"2007",6,"5","person","craig-sherman"
"116","Scribd","web","b",9e+06,"2008",3,"0","financial_org","charles-river-ventures"
"117","Scribd","web","b",9e+06,"2008",3,"1","financial_org","redpoint-ventures"
"118","Scribd","web","b",9e+06,"2008",3,"2","financial_org","kinsey-hills-group"
"119","Scribd","web","c",1.3e+07,"2011",4,"0","financial_org","svb-capital-3"
"120","Scribd","web","c",1.3e+07,"2011",4,"1","financial_org","redpoint-ventures"
"121","Scribd","web","c",1.3e+07,"2011",4,"2","financial_org","charles-river-ventures"
"122","Scribd","web","c",1.3e+07,"2011",4,"3","financial_org","kinsey-hills-group"
"123","Slacker","games_video","b",4e+07,"2007",4,"0","financial_org","centennial-ventures"
"124","Slacker","games_video","b",4e+07,"2007",4,"1","financial_org","mission-ventures"
"125","Slacker","games_video","b",4e+07,"2007",4,"2","financial_org","sevin-rosen-funds"
"126","Slacker","games_video","b",4e+07,"2007",4,"3","financial_org","rho-capital-ventures"
"127","Slacker","games_video","a",13500000,"2007",3,"0","financial_org","austin-ventures"
"128","Slacker","games_video","a",13500000,"2007",3,"1","financial_org","mission-ventures"
"129","Slacker","games_video","a",13500000,"2007",3,"2","financial_org","sevin-rosen-funds"
"130","Slacker","games_video","unattributed",5e+06,"2009",5,"0","financial_org","sevin-rosen-funds"
"131","Slacker","games_video","unattributed",5e+06,"2009",5,"1","financial_org","rho-capital-ventures"
"132","Slacker","games_video","unattributed",5e+06,"2009",5,"2","financial_org","centennial-ventures"
"133","Slacker","games_video","unattributed",5e+06,"2009",5,"3","financial_org","mission-ventures"
"134","Slacker","games_video","unattributed",5e+06,"2009",5,"4","financial_org","austin-ventures"
"135","Slacker","games_video","d",9600000,"2009",5,"0","financial_org","sevin-rosen-funds"
"136","Slacker","games_video","d",9600000,"2009",5,"1","financial_org","rho-capital-ventures"
"137","Slacker","games_video","d",9600000,"2009",5,"2","financial_org","centennial-ventures"
"138","Slacker","games_video","d",9600000,"2009",5,"3","financial_org","mission-ventures"
"139","Slacker","games_video","d",9600000,"2009",5,"4","financial_org","austin-ventures"
"140","Slacker","games_video","debt_round",2e+06,"2010",0,"NA","NA","NA"
"141","Slacker","games_video","debt_round",3e+06,"2011",0,"NA","NA","NA"
"142","MeetMoi","mobile","a",4500000,"2007",1,"0","financial_org","acadia-woods-partners"
"143","Joost","games_video","a",4.5e+07,"2007",3,"0","financial_org","sequoia-capital"
"144","Joost","games_video","a",4.5e+07,"2007",3,"1","person","li-ka-shing"
"145","Joost","games_video","a",4.5e+07,"2007",3,"2","financial_org","index-ventures"
"146","Babelgum","games_video","seed",13200000,"2005",1,"0","person","silvio-scaglia"
"147","Plaxo","web","a",3800000,"2002",1,"0","financial_org","sequoia-capital"
"148","Plaxo","web","b",8500000,"2003",3,"0","financial_org","sequoia-capital"
"149","Plaxo","web","b",8500000,"2003",3,"1","financial_org","harbinger-ventures"
"150","Plaxo","web","b",8500000,"2003",3,"2","financial_org","globespan-capital-partners"
"151","Plaxo","web","c",7e+06,"2004",4,"0","company","cisco"
"152","Plaxo","web","c",7e+06,"2004",4,"1","company","yahoo"
"153","Plaxo","web","c",7e+06,"2004",4,"2","financial_org","sequoia-capital"
"154","Plaxo","web","c",7e+06,"2004",4,"3","financial_org","globespan-capital-partners"
"155","Plaxo","web","d",9e+06,"2007",1,"0","financial_org","dag-ventures"
"156","Powerset","search","a",12500000,"2007",5,"0","financial_org","foundation-capital"
"157","Powerset","search","a",12500000,"2007",5,"1","financial_org","founders-fund"
"158","Powerset","search","a",12500000,"2007",5,"2","person","scott-banister"
"159","Powerset","search","a",12500000,"2007",5,"3","financial_org","bezos-expeditions"
"160","Powerset","search","a",12500000,"2007",5,"4","person","reid-hoffman"
"161","Powerset","search","debt_round",8e+06,"2007",0,"NA","NA","NA"
"162","Powerset","search","unattributed",2e+06,"2006",3,"0","financial_org","amidzad-partners"
"163","Powerset","search","unattributed",2e+06,"2006",3,"1","financial_org","commercenet"
"164","Powerset","search","unattributed",2e+06,"2006",3,"2","company","valleyvc"
"165","Technorati","advertising","c",10520000,"2006",3,"0","financial_org","august-capital"
"166","Technorati","advertising","c",1e+06,"2007",1,"0","financial_org","dg-incubation"
"167","Technorati","advertising","c",10520000,"2006",3,"1","financial_org","draper-fisher-jurvetson"
"168","Technorati","advertising","c",10520000,"2006",3,"2","financial_org","mobius-venture-capital"
"169","Technorati","advertising","b",6500000,"2004",1,"0","financial_org","draper-fisher-jurvetson"
"170","Technorati","advertising","a",4580000,"2002",1,"0","person","reid-hoffman"
"171","Technorati","advertising","d",7500000,"2008",3,"0","financial_org","draper-fisher-jurvetson"
"172","Technorati","advertising","d",2e+06,"2009",2,"0","financial_org","draper-fisher-jurvetson"
"173","Technorati","advertising","d",7500000,"2008",3,"1","financial_org","mobius-venture-capital"
"174","Technorati","advertising","d",2e+06,"2009",2,"1","financial_org","mobius-venture-capital"
"175","Technorati","advertising","d",7500000,"2008",3,"2","financial_org","fg-incubation"
"176","Technorati","advertising","unattributed",0,"2008",1,"0","financial_org","siemer-ventures"
"177","PayPerPost","software","b",7e+06,"2007",4,"0","financial_org","draper-fisher-jurvetson"
"178","PayPerPost","software","b",7e+06,"2007",4,"1","financial_org","inflexion-partners"
"179","PayPerPost","software","b",7e+06,"2007",4,"2","financial_org","village-ventures"
"180","PayPerPost","software","b",7e+06,"2007",4,"3","financial_org","dfj-gotham-ventures"
"181","PayPerPost","software","a",3e+06,"2006",3,"0","financial_org","draper-fisher-jurvetson"
"182","PayPerPost","software","a",3e+06,"2006",3,"1","financial_org","inflexion-partners"
"183","PayPerPost","software","a",3e+06,"2006",3,"2","financial_org","village-ventures"
"184","AddThis","advertising","a",2500000,"2006",2,"0","financial_org","novak-biddle-venture-partners"
"185","AddThis","advertising","a",2500000,"2006",2,"1","financial_org","zg-ventures"
"186","AddThis","advertising","b",5500000,"2007",5,"0","financial_org","novak-biddle-venture-partners"
"187","AddThis","advertising","b",5500000,"2007",5,"1","financial_org","zg-ventures"
"188","AddThis","advertising","b",5500000,"2007",5,"2","person","mark-jung"
"189","AddThis","advertising","b",5500000,"2007",5,"3","person","steve-case"
"190","AddThis","advertising","b",5500000,"2007",5,"4","person","ted-leonsis"
"191","AddThis","advertising","b",1e+07,"2007",0,"NA","NA","NA"
"192","AddThis","advertising","c",1.8e+07,"2008",2,"0","financial_org","new-enterprise-associates"
"193","AddThis","advertising","c",1.8e+07,"2008",2,"1","financial_org","novak-biddle-venture-partners"
"194","AddThis","advertising","unattributed",2e+06,"2006",1,"0","financial_org","novak-biddle-venture-partners"
"195","AddThis","advertising","d",2e+07,"2011",7,"0","financial_org","institutional-venture-partners"
"196","AddThis","advertising","d",2e+07,"2011",7,"1","financial_org","new-enterprise-associates"
"197","AddThis","advertising","d",2e+07,"2011",7,"2","financial_org","novak-biddle-venture-partners"
"198","AddThis","advertising","d",2e+07,"2011",7,"3","person","ted-leonsis"
"199","AddThis","advertising","d",2e+07,"2011",7,"4","person","steve-case"
"200","AddThis","advertising","d",2e+07,"2011",7,"5","person","nigel-morris"
"201","AddThis","advertising","d",2e+07,"2011",7,"6","person","ron-conway"
"202","Mahalo","search","a",5e+06,"2006",3,"0","financial_org","sequoia-capital"
"203","Mahalo","search","a",5e+06,"2006",3,"1","person","mark-cuban"
"204","Mahalo","search","a",5e+06,"2006",3,"2","person","jonathan-miller"
"205","Mahalo","search","b",1.6e+07,"2007",6,"0","company","cbs"
"206","Mahalo","search","b",1.6e+07,"2007",6,"1","company","newscorporation"
"207","Mahalo","search","b",1.6e+07,"2007",6,"2","financial_org","sequoia-capital"
"208","Mahalo","search","b",1.6e+07,"2007",6,"3","person","mark-cuban"
"209","Mahalo","search","b",1.6e+07,"2007",6,"4","person","elon-musk"
"210","Mahalo","search","b",1.6e+07,"2007",6,"5","financial_org","acton-capital-partners"
"211","Kyte","games_video","a",2250000,"2007",4,"0","financial_org","atomico-investments"
"212","Kyte","games_video","a",2250000,"2007",4,"1","financial_org","draper-fisher-jurvetson"
"213","Kyte","games_video","a",2250000,"2007",4,"2","person","ron-conway"
"214","Kyte","games_video","a",2250000,"2007",4,"3","financial_org","draper-richards"
"215","Kyte","games_video","b",1.5e+07,"2007",5,"0","company","nokia"
"216","Kyte","games_video","b",6100000,"2008",2,"0","financial_org","steamboat-ventures"
"217","Kyte","games_video","b",1.5e+07,"2007",5,"1","financial_org","swisscom"
"218","Kyte","games_video","b",6100000,"2008",2,"1","company","teliasonera"
"219","Kyte","games_video","b",1.5e+07,"2007",5,"2","financial_org","telefonica"
"220","Kyte","games_video","b",1.5e+07,"2007",5,"3","financial_org","draper-fisher-jurvetson"
"221","Kyte","games_video","b",1.5e+07,"2007",5,"4","financial_org","docomo-capital"
"222","Thoof","web","seed",1e+06,"2007",2,"0","financial_org","austin-ventures"
"223","Thoof","web","seed",1e+06,"2007",2,"1","person","ron-conway"
"224","Jingle Networks","mobile","c",3e+07,"2006",2,"0","financial_org","goldman-sachs"
"225","Jingle Networks","mobile","c",1.3e+07,"2008",5,"0","financial_org","first-round-capital"
"226","Jingle Networks","mobile","c",3e+07,"2006",2,"1","financial_org","hearst-interactive-media"
"227","Jingle Networks","mobile","c",1.3e+07,"2008",5,"1","financial_org","goldman-sachs"
"228","Jingle Networks","mobile","c",1.3e+07,"2008",5,"2","financial_org","flybridge-capital"
"229","Jingle Networks","mobile","c",1.3e+07,"2008",5,"3","financial_org","liberty-associated-partners"
"230","Jingle Networks","mobile","c",1.3e+07,"2008",5,"4","financial_org","hearst-interactive-media"
"231","Jingle Networks","mobile","a",5e+06,"2005",3,"0","financial_org","first-round-capital"
"232","Jingle Networks","mobile","a",5e+06,"2005",3,"1","financial_org","liberty-associated-partners"
"233","Jingle Networks","mobile","a",5e+06,"2005",3,"2","financial_org","rose-tech-ventures"
"234","Jingle Networks","mobile","b",2.6e+07,"2006",1,"0","financial_org","liberty-associated-partners"
"235","Jingle Networks","mobile","angel",4e+05,"2005",2,"0","financial_org","first-round-capital"
"236","Jingle Networks","mobile","angel",4e+05,"2005",2,"1","financial_org","lead-dog-ventures"
"237","Jingle Networks","mobile","d",7500000,"2009",6,"0","financial_org","goldman-sachs"
"238","Jingle Networks","mobile","d",7500000,"2009",6,"1","financial_org","hearst-interactive-media"
"239","Jingle Networks","mobile","d",7500000,"2009",6,"2","financial_org","idg-ventures"
"240","Jingle Networks","mobile","d",7500000,"2009",6,"3","financial_org","liberty-associated-partners"
"241","Jingle Networks","mobile","d",7500000,"2009",6,"4","financial_org","comcast-interactive-capital"
"242","Jingle Networks","mobile","d",7500000,"2009",6,"5","financial_org","first-round-capital"
"243","Jingle Networks","mobile","unattributed",6751133,"2009",0,"NA","NA","NA"
"244","Strands Labs","software","a",6e+06,"2006",2,"0","financial_org","debaeque"
"245","Strands Labs","software","a",6e+06,"2006",2,"1","financial_org","sequel"
"246","Strands Labs","software","b",2.5e+07,"2007",1,"0","person","antonio-asensio"
"247","Strands Labs","software","b",2.4e+07,"2007",1,"0","financial_org","bbva"
"248","Strands Labs","software","unattributed",123000,"2008",1,"0","financial_org","jla-ventures"
"249","Ning","network_hosting","c",4.4e+07,"2007",1,"0","financial_org","legg-mason"
"250","Ning","network_hosting","a",0,"2007",2,"0","person","marc-andreessen"
"251","Ning","network_hosting","a",0,"2007",2,"1","person","reid-hoffman"
"252","Ning","network_hosting","b",0,"2007",2,"0","person","marc-andreessen"
"253","Ning","network_hosting","b",0,"2007",2,"1","person","reid-hoffman"
"254","Ning","network_hosting","d",6e+07,"2008",1,"0","financial_org","allen-and-company"
"255","Ning","network_hosting","e",1.5e+07,"2009",1,"0","financial_org","lightspeed-venture-partners"
"256","Meetup","web","a",1e+06,"2002",1,"0","financial_org","draper-fisher-jurvetson"
"257","Meetup","web","b",5300000,"2003",2,"0","financial_org","draper-fisher-jurvetson"
"258","Meetup","web","b",5300000,"2003",2,"1","financial_org","omidyar-network"
"259","Meetup","web","d",7500000,"2008",1,"0","financial_org","union-square-ventures"
"260","Meetup","web","c",4500000,"2006",3,"0","company","ebay"
"261","Meetup","web","c",4500000,"2006",3,"1","financial_org","omidyar-network"
"262","Meetup","web","c",4500000,"2006",3,"2","financial_org","draper-fisher-jurvetson"
"263","Meetup","web","angel",1e+05,"2012",3,"0","person","gary-vaynerchuk"
"264","Meetup","web","angel",1e+05,"2012",3,"1","person","josh-abramson"
"265","Meetup","web","angel",1e+05,"2012",3,"2","person","mike-montero"
"266","LifeLock","ecommerce","b",6850000,"2007",1,"0","financial_org","kleiner-perkins-caufield-byers"
"267","LifeLock","ecommerce","a",6e+06,"2006",1,"0","financial_org","bessemer-venture-partners"
"268","LifeLock","ecommerce","c",2.5e+07,"2008",1,"0","financial_org","goldman-sachs"
"269","LifeLock","ecommerce","d",4e+07,"2009",1,"0","company","symantec"
"270","LifeLock","ecommerce","unattributed",1e+08,"2012",7,"0","financial_org","bessemer-venture-partners"
"271","LifeLock","ecommerce","unattributed",1e+08,"2012",7,"1","financial_org","goldman-sachs"
"272","LifeLock","ecommerce","unattributed",1e+08,"2012",7,"2","financial_org","kleiner-perkins-caufield-byers"
"273","LifeLock","ecommerce","unattributed",1e+08,"2012",7,"3","company","symantec"
"274","LifeLock","ecommerce","unattributed",1e+08,"2012",7,"4","financial_org","industry-ventures"
"275","LifeLock","ecommerce","unattributed",1e+08,"2012",7,"5","financial_org","institutional-venture-partners"
"276","LifeLock","ecommerce","unattributed",1e+08,"2012",7,"6","financial_org","keating-capital"
"277","Wesabe","web","seed",7e+05,"2007",1,"0","financial_org","o-reilly-alphatech-ventures"
"278","Wesabe","web","a",4e+06,"2007",2,"0","financial_org","o-reilly-alphatech-ventures"
"279","Wesabe","web","a",4e+06,"2007",2,"1","financial_org","union-square-ventures"
"280","Jangl","web","b",7e+06,"2006",6,"0","financial_org","cardinal-venture-capital"
"281","Jangl","web","b",7e+06,"2006",6,"1","person","alex-mendez"
"282","Jangl","web","b",7e+06,"2006",6,"2","person","stuart-davidson"
"283","Jangl","web","b",7e+06,"2006",6,"3","person","chris-hadsell"
"284","Jangl","web","b",7e+06,"2006",6,"4","financial_org","labrador-ventures"
"285","Jangl","web","b",7e+06,"2006",6,"5","financial_org","storm-ventures"
"286","Jangl","web","a",2e+06,"2005",2,"0","financial_org","storm-ventures"
"287","Jangl","web","a",2e+06,"2005",2,"1","financial_org","labrador-ventures"
"288","Prosper","web","c",2e+07,"2007",5,"0","financial_org","benchmark-capital"
"289","Prosper","web","c",2e+07,"2007",5,"1","financial_org","fidelity-ventures"
"290","Prosper","web","c",2e+07,"2007",5,"2","financial_org","meritech-capital-partners"
"291","Prosper","web","c",2e+07,"2007",5,"3","financial_org","omidyar-network"
"292","Prosper","web","c",2e+07,"2007",5,"4","financial_org","dag-ventures"
"293","Prosper","web","a",7500000,"2005",2,"0","financial_org","accel-partners"
"294","Prosper","web","a",7500000,"2005",2,"1","financial_org","benchmark-capital"
"295","Prosper","web","b",12500000,"2006",4,"0","financial_org","accel-partners"
"296","Prosper","web","b",12500000,"2006",4,"1","financial_org","benchmark-capital"
"297","Prosper","web","b",12500000,"2006",4,"2","financial_org","fidelity-ventures"
"298","Prosper","web","b",12500000,"2006",4,"3","financial_org","omidyar-network"
"299","Prosper","web","unattributed",1e+06,"2009",1,"0","financial_org","qed-investors"
"300","Prosper","web","unattributed",2e+06,"2010",5,"0","financial_org","omidyar-network"
"301","Prosper","web","unattributed",2e+06,"2010",5,"1","financial_org","meritech-capital-partners"
"302","Prosper","web","unattributed",2e+06,"2010",5,"2","financial_org","benchmark-capital"
"303","Prosper","web","unattributed",2e+06,"2010",5,"3","financial_org","accel-management"
"304","Prosper","web","unattributed",2e+06,"2010",5,"4","financial_org","dag-ventures"
"305","Prosper","web","d",14500000,"2010",2,"0","financial_org","tomorrow-ventures"
"306","Prosper","web","d",14500000,"2010",2,"1","person","eric-schmidt"
"307","Prosper","web","e",17200000,"2011",2,"0","financial_org","draper-fisher-jurvetson"
"308","Prosper","web","e",17200000,"2011",2,"1","financial_org","crosslink-capital"
"309","Jajah","mobile","c",2e+07,"2007",2,"0","company","intel"
"310","Jajah","mobile","c",2e+07,"2007",2,"1","financial_org","t-venture"
"311","Jajah","mobile","a",3e+06,"2006",1,"0","financial_org","sequoia-capital"
"312","Jajah","mobile","b",5e+06,"2006",1,"0","financial_org","globespan-capital-partners"
"313","Jajah","mobile","d",5e+06,"2009",0,"NA","NA","NA"
"314","Waterfall Mobile","enterprise","a",3700000,"2009",0,"1","1","1"
"315","Skype","software","b",18800000,"2004",2,"0","financial_org","draper-fisher-jurvetson"
"316","Skype","software","b",18800000,"2004",2,"1","financial_org","index-ventures"
"317","Skype","software","a",0,"2003",1,"0","financial_org","bessemer-venture-partners"
"318","Skype","software","debt_round",5e+07,"2009",3,"0","company","ebay"
"319","Skype","software","debt_round",5e+07,"2009",3,"1","financial_org","andreessen-horowitz"
"320","Skype","software","debt_round",5e+07,"2009",3,"2","financial_org","silver-lake-partners"
"321","YouTube","games_video","a",3500000,"2005",1,"0","financial_org","sequoia-capital"
"322","YouTube","games_video","b",8e+06,"2006",1,"0","financial_org","sequoia-capital"
"323","blogTV","games_video","seed",3e+06,"2007",1,"0","financial_org","tapuz"
"324","Livestream","games_video","angel",1200000,"2007",0,"1","1","1"
"325","Livestream","games_video","angel",1500000,"2008",0,"1","1","1"
"326","Livestream","games_video","a",1e+07,"2008",1,"2","2","2"
"327","Ustream","games_video","seed",260970,"2007",5,"0","financial_org","band-of-angels"
"328","Ustream","games_video","seed",260970,"2007",5,"1","financial_org","western-technology-investment"
"329","Ustream","games_video","seed",260970,"2007",5,"2","financial_org","infinity-venture-partners-incubator-fund"
"330","Ustream","games_video","seed",260970,"2007",5,"3","person","chris-yeh"
"331","Ustream","games_video","seed",260970,"2007",5,"4","person","jeff-clavier"
"332","Ustream","games_video","a",12876000,"2008",2,"0","financial_org","dcm"
"333","Ustream","games_video","a",12876000,"2008",2,"1","financial_org","band-of-angels"
"334","Ustream","games_video","b",7.5e+07,"2011",2,"0","financial_org","softbank-capital"
"335","Ustream","games_video","b",7.5e+07,"2011",2,"1","company","korea-telecom"
"336","AdaptiveBlue","web","a",1500000,"2007",1,"0","financial_org","union-square-ventures"
"337","AdaptiveBlue","web","b",4520000,"2008",2,"0","financial_org","union-square-ventures"
"338","AdaptiveBlue","web","b",4520000,"2008",2,"1","financial_org","rre-ventures"
"339","AdaptiveBlue","web","unattributed",6e+06,"2010",1,"0","company","timewarner"
"340","Pando Networks","games_video","a",4e+06,"2007",0,"1","1","1"
"341","Pando Networks","games_video","b",7e+06,"2006",3,"2","2","2"
